P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-2220.04,,2220.04,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.96,,1.03,0.88,0.90,0.96,        172.3925,        172.3926,        172.3926,923.2,923.2,923.2,956.4,956.4,956.4,0.8,-22.86,1.96,7.66,0.0733,0.00,0.07,89.4,0.0,KOI-2220,,,Cyg,G,0.89,0.90,5975.0,0.926246,0.000,,14.7,817.65,19.6092,42.3705,-32.3,6.5469,5,0,0.714,1.673,-2.33,-0.17,-1.12,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2220.05,,2220.05,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.02,,1.05,0.88,0.93,0.99,        95.66129,        95.66129,        95.66132,796.8,796.8,796.8,830.3,830.3,830.3,0.9,-22.26,2.00,11.93,0.0984,0.00,0.10,89.4,0.0,KOI-2220,,,Cyg,G,0.89,0.90,5975.0,0.926246,0.000,,14.7,817.65,19.6092,42.3705,-31.7,4.8757,5,0,0.714,1.673,-2.28,-0.17,-1.05,0.28,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-2221.01,,2221.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,18.45,,2.30,1.52,3.49,2.83,        136.6799,        136.6799,        136.6799,871.1,871.1,871.1,919.4,919.4,919.4,28.0,-24.36,4.37,10.63,0.0961,0.00,0.10,83.1,0.0,KOI-2221,,,Cyg,F,1.05,1.01,6082.0,1.262268,0.000,,15.4,1324.64,19.5032,41.6430,-32.1,5.6253,1,0,0.828,1.936,-2.32,-0.12,0.13,0.30,0.00,0.00,0.00,0.25,0,0,0,0,transit,2012
KOI-2222.01,,2222.01,Hot,Jovian,,,non-habitable,,,,13.59,,,,        1285.056,        1285.056,        1285.056,1525.4,1525.4,1525.4,,,,,-30.68,26.05,34.14,0.2837,0.00,0.28,89.4,0.0,KOI-2222,,,Cyg,A,2.61,5.55,7818.0,103.428595,0.000,,13.0,3922.58,19.6832,45.7574,-34.5,10.4493,1,0,7.052,16.252,-2.47,,,,0.00,0.00,0.00,0.07,0,0,0,0,transit,2012
KOI-2223.01,,2223.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.82,,1.64,1.09,1.79,1.71,        901.0289,        901.0290,        901.0293,1395.8,1395.8,1395.8,1436.9,1436.9,1436.9,5.3,-25.68,3.12,1.10,0.0188,0.00,0.02,89.4,0.0,KOI-2223,,,Cyg,G,0.72,0.75,5002.0,0.318460,0.000,,15.3,628.59,19.3969,45.7195,-34.2,21.4704,1,0,0.442,1.068,-2.35,-0.15,-0.84,0.29,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-2224.01,,2224.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.94,,1.27,0.95,1.21,1.24,        366.2693,        366.2693,        366.2694,1114.5,1114.5,1114.5,1151.2,1151.2,1151.2,1.8,-24.14,2.41,3.73,0.0466,0.00,0.05,87.1,0.0,KOI-2224,,,Cyg,G,0.97,0.88,5830.0,0.795376,0.000,,15.0,861.44,19.6126,45.1516,-33.2,10.0307,2,0,0.667,1.570,-2.38,-0.16,-1.01,0.28,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2224.02,,2224.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.24,,1.47,1.02,1.50,1.49,        5.563640,        5.563640,        5.563641,391.3,391.3,391.3,430.4,430.4,430.4,3.3,-19.89,2.79,86.13,0.3781,0.00,0.38,90.0,0.0,KOI-2224,,,Cyg,G,0.97,0.88,5830.0,0.795376,0.000,,15.0,861.44,19.6126,45.1516,-28.6,1.2347,2,0,0.667,1.570,-1.64,-0.16,-0.28,0.37,0.00,0.00,0.00,0.49,0,0,0,0,transit,2012
KOI-2225.01,,2225.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,22.72,,2.41,1.62,3.91,3.07,        995.5359,        995.5361,        995.5362,1431.1,1431.1,1431.1,1480.5,1480.5,1480.5,36.9,-26.62,4.58,2.79,0.0382,0.00,0.04,87.7,0.0,KOI-2225,,,Cyg,K,0.95,1.73,4827.0,1.452726,0.000,,14.4,912.72,19.7816,49.5327,-34.3,24.2740,1,0,0.952,2.317,-2.34,-0.12,-0.16,0.30,0.00,0.00,0.00,0.24,0,0,0,0,transit,2012
KOI-2226.01,,2226.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.48,,2.85,0.19,0.55,1.25,        99.61945,        99.61947,        99.61948,804.9,804.9,804.9,,,,0.9,-24.48,5.42,8.46,0.0784,0.00,0.08,88.8,0.0,KOI-2226,,,Cyg,G,0.90,0.89,5427.0,0.612317,0.000,,15.3,896.33,19.8350,49.4015,-31.7,6.0321,1,0,0.599,1.427,-2.26,2.49,-0.88,0.22,,0.00,0.00,0.23,0,0,0,0,transit,2012
KOI-2227.01,,2227.01,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,26.43,,2.49,1.71,4.26,3.26,        10.26312,        10.26312,        10.26312,456.0,456.0,456.0,506.3,506.3,506.3,45.2,-21.70,4.73,65.65,0.3007,0.00,0.30,90.0,0.0,KOI-2227,,,Cyg,G,0.84,0.96,5788.0,0.927997,0.000,,14.9,891.25,19.4832,47.8784,-29.3,1.7014,1,0,0.723,1.702,-1.86,-0.11,1.22,0.31,0.00,0.00,0.00,0.34,0,0,0,0,transit,2012
KOI-2229.01,,2229.01,Hot,Neptunian,gas,metals-rich,non-habitable,,8.27,,3.47,0.20,0.69,1.54,        66.77216,        66.77217,        66.77218,728.3,728.3,728.3,,,,1.6,-24.47,6.60,14.83,0.1152,0.00,0.12,85.9,0.0,KOI-2229,,,Cyg,G,0.93,0.94,5776.0,0.886136,0.000,,15.7,1276.97,19.5989,39.5729,-31.3,4.3587,1,0,0.707,1.665,-2.23,2.71,-0.62,0.22,,0.00,0.00,0.21,0,0,0,0,transit,2012
KOI-2232.01,,2232.01,Hot,Neptunian,gas,metals-rich,non-habitable,,10.82,,3.79,0.20,0.75,1.69,        4.933179,        4.933180,        4.933181,379.7,379.7,379.7,,,,2.2,-21.82,7.21,101.13,0.4235,0.00,0.42,90.0,0.0,KOI-2232,,,Lyr,G,0.99,0.94,5783.0,0.884777,0.000,,15.3,1074.00,19.4542,38.0882,-28.5,1.1816,1,0,0.706,1.662,-1.59,2.85,-0.05,0.23,,0.00,0.00,0.38,0,0,0,0,transit,2012
KOI-2236.01,Kepler-375 c,2236.01,Hot,Neptunian,gas,metals-rich,non-habitable,,5.00,,2.95,0.19,0.57,1.30,        37.15373,        37.15374,        37.15374,629.0,629.0,629.0,,,,1.0,-23.48,5.61,19.99,0.1412,0.00,0.14,86.5,0.0,KOI-2236,,,Cyg,G,0.94,0.85,5821.0,0.740750,0.000,,15.7,1163.25,19.2412,48.0984,-30.7,3.2009,2,0,0.644,1.516,-2.15,2.52,-0.73,0.23,,0.00,0.00,0.24,0,0,0,1,transit,2012
KOI-2236.02,Kepler-375 b,2236.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.21,,1.58,1.07,1.69,1.63,        72.32873,        72.32874,        72.32874,743.0,743.0,743.0,783.4,783.4,783.4,4.5,-22.84,3.00,12.13,0.1012,0.00,0.10,89.4,0.0,KOI-2236,,,Cyg,G,0.94,0.85,5821.0,0.740750,0.000,,15.7,1163.25,19.2412,48.0984,-31.4,4.4667,2,0,0.644,1.516,-2.25,-0.15,-0.57,0.30,0.00,0.00,0.00,0.29,0,0,0,1,transit,2012
KOI-2237.01,,2237.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.58,,2.87,0.19,0.56,1.26,        9.005098,        9.005099,        9.005100,441.3,441.3,441.3,,,,0.9,-21.87,5.46,76.42,0.3581,0.00,0.36,88.2,0.0,KOI-2237,,,Lyr,F,1.05,0.97,6091.0,1.154774,0.000,,15.2,1137.09,19.3320,40.1428,-29.1,1.4391,1,0,0.791,1.850,-1.82,2.50,-0.57,0.24,,0.00,0.00,0.34,0,0,0,0,transit,2012
KOI-2238.01,,2238.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.64,,0.91,0.84,0.77,0.84,        118.2311,        118.2311,        118.2311,840.1,840.1,840.1,871.4,871.4,871.4,0.5,-22.17,1.73,1.65,0.0225,0.00,0.02,87.7,0.0,KOI-2238,,,Cyg,K,0.56,0.54,3900.0,0.059855,0.000,,14.6,202.96,19.3623,44.1077,-31.9,12.7452,1,0,0.199,0.506,-2.15,-0.18,-1.17,0.29,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2241.01,,2241.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,26.43,,2.49,1.71,4.26,3.26,        271.0094,        271.0095,        271.0095,1033.7,1033.7,1033.7,1084.0,1084.0,1084.0,45.2,-25.28,4.73,7.17,0.0765,0.00,0.08,89.4,0.0,KOI-2241,,,Cyg,F,1.16,1.10,6174.0,1.586015,0.000,,15.3,1418.96,19.8723,40.2832,-32.8,7.6895,1,0,0.923,2.154,-2.37,-0.11,0.23,0.30,0.00,0.00,0.00,0.24,0,0,0,0,transit,2012
KOI-2242.01,,2242.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.27,,1.68,1.11,1.87,1.77,        785.6731,        785.6732,        785.6733,1348.8,1348.8,1348.8,1390.4,1390.4,1390.4,5.9,-25.58,3.19,1.76,0.0277,0.00,0.03,88.8,0.0,KOI-2242,,,Cyg,G,0.92,0.83,5575.0,0.602839,0.000,,15.8,1078.16,19.2765,45.8662,-34.0,16.0981,1,0,0.590,1.397,-2.39,-0.15,-0.80,0.28,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-2243.01,,2243.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.16,,1.67,1.11,1.85,1.76,        370.5837,        370.5838,        370.5838,1117.8,1117.8,1117.8,1159.3,1159.3,1159.3,5.7,-24.75,3.17,5.19,0.0604,0.00,0.06,88.8,0.0,KOI-2243,,,Cyg,F,1.09,1.02,6163.0,1.351949,0.000,,14.8,1043.69,19.8318,39.8772,-33.2,9.0266,2,0,0.852,1.990,-2.39,-0.15,-0.71,0.29,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-2243.02,,2243.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.16,,1.67,1.11,1.85,1.76,        192.9787,        192.9787,        192.9787,949.6,949.6,949.6,991.0,991.0,991.0,5.7,-24.03,3.17,8.46,0.0837,0.00,0.08,89.4,0.0,KOI-2243,,,Cyg,F,1.09,1.02,6163.0,1.351949,0.000,,14.8,1043.69,19.8318,39.8772,-32.5,6.5106,2,0,0.852,1.990,-2.35,-0.15,-0.63,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2012
KOI-2245.01,,2245.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,13.84,,2.15,1.39,2.99,2.54,        32.59871,        32.59871,        32.59871,608.8,608.8,608.8,655.4,655.4,655.4,19.3,-22.64,4.09,33.47,0.2006,0.00,0.20,90.0,0.0,KOI-2245,,,Lyr,G,0.96,1.09,5912.0,1.311784,0.000,,14.7,997.44,19.2547,39.5228,-30.5,2.9066,1,0,0.853,2.002,-2.13,-0.13,0.26,0.32,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2246.01,,2246.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.84,,1.25,0.94,1.18,1.21,        102.9160,        102.9160,        102.9160,811.5,811.5,811.5,847.8,847.8,847.8,1.7,-22.72,2.38,11.90,0.1025,0.00,0.10,89.4,0.0,KOI-2246,,,Cyg,F,1.01,0.94,6061.0,1.081261,0.000,,14.2,691.64,19.2616,46.0576,-31.8,4.9147,1,0,0.767,1.795,-2.29,-0.16,-0.91,0.29,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2247.01,,2247.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.76,,0.96,0.86,0.82,0.89,        67.86735,        67.86735,        67.86736,731.2,731.2,731.2,763.4,763.4,763.4,0.7,-21.69,1.82,4.46,0.0448,0.00,0.04,84.2,0.0,KOI-2247,,,Lyr,K,0.60,0.61,4487.0,0.136212,0.000,,14.4,271.78,18.8747,43.5256,-31.3,7.2849,1,0,0.295,0.730,-2.15,-0.17,-1.09,0.29,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-2248.01,,2248.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.87,,1.42,1.00,1.42,1.42,        293.4975,        293.4976,        293.4976,1054.5,1054.5,1054.5,1093.0,1093.0,1093.0,2.9,-24.14,2.70,2.82,0.0365,0.00,0.04,89.4,0.0,KOI-2248,,,Cyg,G,0.82,0.75,5290.0,0.391012,0.000,,15.5,770.77,19.4827,48.5116,-32.9,10.9084,4,0,0.483,1.154,-2.33,-0.16,-0.88,0.29,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2248.02,,2248.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.02,,1.05,0.88,0.93,0.99,        58.15171,        58.15171,        58.15172,703.5,703.5,703.5,737.1,737.1,737.1,0.9,-21.71,2.00,9.49,0.0820,0.00,0.08,89.4,0.0,KOI-2248,,,Cyg,G,0.82,0.75,5290.0,0.391012,0.000,,15.5,770.77,19.4827,48.5116,-31.2,4.8497,4,0,0.483,1.154,-2.19,-0.17,-1.01,0.29,0.00,0.00,0.00,0.32,0,0,0,0,transit,2012
KOI-2248.03,,2248.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.99,,1.04,0.88,0.91,0.98,        1670.349,        1670.349,        1670.349,1628.7,1628.7,1628.7,1662.1,1662.1,1662.1,0.9,-25.35,1.98,0.76,0.0153,0.00,0.02,88.2,0.0,KOI-2248,,,Cyg,G,0.82,0.75,5290.0,0.391012,0.000,,15.5,770.77,19.4827,48.5116,-34.8,26.2120,4,0,0.483,1.154,-2.39,-0.17,-1.26,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2248.04,,2248.04,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.96,,1.03,0.88,0.90,0.96,        319.1935,        319.1935,        319.1936,1076.9,1076.9,1076.9,1110.1,1110.1,1110.1,0.8,-23.53,1.96,2.65,0.0350,0.00,0.04,88.2,0.0,KOI-2248,,,Cyg,G,0.82,0.75,5290.0,0.391012,0.000,,15.5,770.77,19.4827,48.5116,-33.0,11.3774,4,0,0.483,1.154,-2.33,-0.17,-1.16,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2250.01,,2250.01,Hot,Neptunian,gas,no-atmosphere,non-habitable,,3.42,,2.62,0.19,0.50,1.14,        259.1243,        259.1243,        259.1243,1022.2,1022.2,1022.2,,,,0.7,-25.34,4.98,2.94,0.0371,0.00,0.04,90.0,0.0,KOI-2250,,,Lyr,K,0.79,0.82,4922.0,0.356661,0.000,,15.6,779.18,19.0144,41.2824,-32.8,11.8429,2,0,0.469,1.139,-2.29,2.43,-1.04,0.22,,0.00,0.00,0.23,0,0,0,0,transit,2012
KOI-2250.02,,2250.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.63,,1.71,1.13,1.93,1.81,        2016.288,        2016.289,        2016.289,1707.2,1707.2,1707.2,1749.1,1749.1,1749.1,6.3,-26.65,3.25,0.63,0.0133,0.00,0.01,89.4,0.0,KOI-2250,,,Lyr,K,0.79,0.82,4922.0,0.356661,0.000,,15.6,779.18,19.0144,41.2824,-35.0,33.4497,2,0,0.469,1.139,-2.36,-0.15,-0.88,0.28,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-2252.01,,2252.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,3.92,,1.55,1.05,1.63,1.59,        194.9815,        194.9816,        194.9816,952.0,952.0,952.0,992.1,992.1,992.1,4.1,-23.88,2.95,13.54,0.1174,0.00,0.12,89.4,0.0,KOI-2252,,,Cyg,F,1.18,1.34,6398.0,2.687384,0.000,,13.6,857.59,19.4823,41.5752,-32.5,6.0719,1,0,1.185,2.755,-2.36,-0.15,-0.73,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2012
KOI-2253.01,,2253.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.13,,1.82,1.18,2.15,1.98,        49.79512,        49.79512,        49.79514,676.8,676.8,676.8,719.9,719.9,719.9,8.4,-22.74,3.46,22.71,0.1603,0.00,0.16,89.4,0.0,KOI-2253,,,Cyg,F,1.07,0.99,6170.0,1.279540,0.000,,14.6,912.93,19.6178,45.2043,-31.0,3.2984,1,0,0.829,1.935,-2.21,-0.14,-0.26,0.31,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2255.01,,2255.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,9.70,,1.97,1.27,2.50,2.22,        118.8644,        118.8644,        118.8644,841.2,841.2,841.2,886.0,886.0,886.0,12.3,-23.87,3.74,7.97,0.0755,0.00,0.08,90.0,0.0,KOI-2255,,,Lyr,G,0.90,0.82,5782.0,0.677557,0.000,,15.8,1182.99,19.1920,43.3641,-31.9,5.8046,1,0,0.618,1.455,-2.29,-0.14,-0.25,0.30,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-2256.01,,2256.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.95,,1.93,1.24,2.40,2.15,        11.32819,        11.32819,        11.32820,467.4,467.4,467.4,511.7,511.7,511.7,11.1,-21.26,3.67,10.71,0.0770,0.00,0.08,88.8,0.0,KOI-2256,,,Cyg,K,0.53,0.52,4083.0,0.067165,0.000,,15.8,369.06,19.9385,45.4406,-29.4,3.5926,1,0,0.210,0.529,-1.83,-0.14,0.20,0.35,0.00,0.00,0.00,0.37,0,0,0,0,transit,2012
KOI-2257.01,,2257.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,15.84,,2.22,1.45,3.21,2.67,        16.01762,        16.01762,        16.01762,509.7,509.7,509.7,557.1,557.1,557.1,22.9,-21.94,4.22,32.56,0.1940,0.00,0.19,88.8,0.0,KOI-2257,,,Lyr,G,0.92,0.83,5575.0,0.602839,0.000,,15.5,949.18,18.8861,45.4341,-29.8,2.2911,2,0,0.590,1.397,-1.98,-0.12,0.56,0.33,0.00,0.00,0.00,0.32,0,0,0,0,transit,2012
KOI-2257.02,,2257.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.69,,1.79,1.17,2.09,1.93,        7.207834,        7.207836,        7.207837,417.4,417.4,417.4,460.2,460.2,460.2,7.8,-20.60,3.40,59.28,0.2892,0.00,0.29,90.0,0.0,KOI-2257,,,Lyr,G,0.92,0.83,5575.0,0.602839,0.000,,15.5,949.18,18.8861,45.4341,-28.9,1.5369,2,0,0.590,1.397,-1.74,-0.14,0.10,0.36,0.00,0.00,0.00,0.43,0,0,0,0,transit,2012
KOI-2259.01,,2259.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.24,,2.80,0.19,0.54,1.23,        80.21389,        80.21390,        80.21392,762.4,762.4,762.4,,,,0.8,-24.20,5.32,12.19,0.0984,0.00,0.10,88.8,0.0,KOI-2259,,,Cyg,G,0.86,0.97,5516.0,0.776676,0.000,,15.4,1021.59,20.0114,43.9850,-31.5,5.2389,1,0,0.672,1.594,-2.24,2.48,-0.87,0.22,,0.00,0.00,0.23,0,0,0,0,transit,2012
KOI-2260.01,,2260.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.57,,0.88,0.84,0.74,0.81,        414.9368,        414.9368,        414.9369,1149.8,1149.8,1149.8,1180.7,1180.7,1180.7,0.5,-23.47,1.67,6.12,0.0679,0.00,0.07,87.7,0.0,KOI-2260,,,Cyg,F,1.12,1.11,6444.0,1.913029,0.000,,12.2,370.57,19.3491,50.0301,-33.3,8.7360,1,0,0.997,2.316,-2.41,-0.18,-1.27,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2261.01,,2261.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.69,,1.22,0.93,1.14,1.18,        220.2374,        220.2374,        220.2375,981.4,981.4,981.4,1017.4,1017.4,1017.4,1.6,-23.49,2.32,3.98,0.0456,0.00,0.05,88.2,0.0,KOI-2261,,,Lyr,G,0.80,0.83,5211.0,0.457953,0.000,,14.1,441.54,19.1686,38.8945,-32.6,9.7351,2,0,0.524,1.258,-2.31,-0.17,-1.00,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2261.02,,2261.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.61,,0.90,0.84,0.76,0.83,        111.4563,        111.4563,        111.4563,827.8,827.8,827.8,859.0,859.0,859.0,0.5,-22.09,1.71,6.63,0.0641,0.00,0.06,89.4,0.0,KOI-2261,,,Lyr,G,0.80,0.83,5211.0,0.457953,0.000,,14.1,441.54,19.1686,38.8945,-31.9,6.9213,2,0,0.524,1.258,-2.26,-0.18,-1.17,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2263.01,,2263.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,10.30,,2.00,1.29,2.58,2.27,        41.57204,        41.57204,        41.57206,646.9,646.9,646.9,692.0,692.0,692.0,13.3,-22.75,3.80,29.97,0.1949,0.00,0.19,90.0,0.0,KOI-2263,,,Lyr,F,1.10,1.08,6224.0,1.579156,0.000,,14.5,960.81,19.1314,44.7083,-30.8,2.9616,2,0,0.918,2.141,-2.18,-0.13,-0.00,0.31,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2263.02,,2263.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.94,,1.43,1.01,1.44,1.43,        192.8092,        192.8093,        192.8093,949.4,949.4,949.4,988.0,988.0,988.0,3.0,-23.69,2.72,9.48,0.0905,0.00,0.09,89.4,0.0,KOI-2263,,,Lyr,F,1.10,1.08,6224.0,1.579156,0.000,,14.5,960.81,19.1314,44.7083,-32.5,6.3806,2,0,0.918,2.141,-2.35,-0.16,-0.83,0.29,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2264.01,,2264.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,9.13,,1.94,1.25,2.43,2.17,        23.82005,        23.82006,        23.82006,562.8,562.8,562.8,607.3,607.3,607.3,11.4,-22.08,3.69,33.24,0.1957,0.00,0.20,89.4,0.0,KOI-2264,,,Cyg,G,0.90,1.01,5605.0,0.912272,0.000,,14.5,737.34,19.3566,50.9029,-30.2,2.7642,1,0,0.724,1.714,-2.07,-0.14,0.04,0.33,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-2266.01,,2266.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.51,,1.70,1.12,1.91,1.80,        964.9837,        964.9837,        964.9839,1420.0,1420.0,1420.0,1461.7,1461.7,1461.7,6.2,-25.83,3.23,1.00,0.0175,0.00,0.02,88.2,0.0,KOI-2266,,,Cyg,K,0.71,0.74,4949.0,0.295526,0.000,,15.9,821.30,19.8868,47.6940,-34.2,22.7136,1,0,0.427,1.034,-2.35,-0.15,-0.81,0.29,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-2269.01,,2269.01,Hot,Neptunian,gas,no-atmosphere,non-habitable,,4.14,,2.78,0.19,0.54,1.22,        10861.58,        10861.59,        10861.59,2600.9,2600.9,2600.9,,,,0.8,-29.54,5.28,0.61,0.0156,0.00,0.02,90.0,0.0,KOI-2269,,,Cyg,F,1.33,1.28,6517.0,2.643276,0.000,,15.2,1729.85,19.8013,49.9974,-36.9,44.7899,1,0,1.167,2.708,-2.49,2.47,-1.27,0.21,,0.00,0.00,0.22,0,0,0,0,transit,2012
KOI-2271.01,,2271.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,15.54,,2.21,1.44,3.18,2.65,        4.905563,        4.905564,        4.905564,379.2,379.2,379.2,426.5,426.5,426.5,22.4,-20.64,4.20,55.82,0.2661,0.00,0.27,90.0,0.0,KOI-2271,,,Lyr,G,0.81,0.74,5167.0,0.347359,0.000,,15.6,769.66,19.1532,47.4554,-28.5,1.4760,1,0,0.458,1.100,-1.60,-0.12,0.90,0.35,0.00,0.00,0.00,0.46,0,0,0,0,transit,2012
KOI-2272.01,,2272.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,,6.55,,1.78,1.16,2.07,1.92,        19617.56,        19617.56,        19617.56,3015.1,3015.1,3015.1,3057.8,3057.8,3057.8,7.6,-29.21,3.38,1.34,0.0287,0.00,0.03,10.9,0.0,KOI-2272,,,Cyg,F,1.76,2.39,7495.0,16.158787,0.000,,12.8,1427.67,19.6102,46.3097,-37.5,45.5502,1,0,2.787,6.424,-2.52,-0.14,-1.05,0.27,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-2273.01,,2273.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.84,,0.99,0.87,0.86,0.92,        377.5083,        377.5083,        377.5084,1123.0,1123.0,1123.0,1155.6,1155.6,1155.6,0.7,-23.62,1.88,6.11,0.0681,0.00,0.07,89.4,0.0,KOI-2273,,,Cyg,G,1.13,1.24,5971.0,1.750736,0.000,,12.7,455.72,19.6608,46.4915,-33.2,9.7074,1,0,0.981,2.301,-2.38,-0.17,-1.20,0.27,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2274.01,,2274.01,Hot,Neptunian,gas,metals-rich,non-habitable,,3.34,,2.60,0.19,0.49,1.13,        58.17751,        58.17751,        58.17752,703.6,703.6,703.6,,,,0.6,-23.69,4.94,9.99,0.0882,0.00,0.09,90.0,0.0,KOI-2274,,,Cyg,G,0.92,0.81,5256.0,0.452577,0.000,,15.9,1001.11,19.4779,43.7797,-31.2,4.9138,1,0,0.520,1.246,-2.19,2.42,-0.90,0.23,,0.00,0.00,0.25,0,0,0,0,transit,2012
KOI-2276.01,,2276.01,Hot,Neptunian,gas,no-atmosphere,non-habitable,,3.91,,2.73,0.19,0.52,1.20,        12588.56,        12588.56,        12588.56,2698.6,2698.6,2698.6,,,,0.8,-29.66,5.19,1.44,0.0284,0.00,0.03,88.8,0.0,KOI-2276,,,Cyg,F,1.47,2.04,7216.0,10.153427,0.000,,11.6,645.51,19.6639,38.5916,-37.0,39.0899,1,0,2.210,5.092,-2.51,2.45,-1.28,0.21,,0.00,0.00,0.22,0,0,0,0,transit,2012
